|batsman|venue|final_score_bat|matches
3342|S Dhawan|Eden Gardens|36.51175|2
3343|S Dhawan|Feroz Shah Kotla|36.370999999999995|2
3344|S Dhawan|Green Park|9.432|1
3345|S Dhawan|Himachal Pradesh Cricket Association Stadium|15.206999999999999|1
3346|S Dhawan|JSCA International Stadium Complex|12.882|1
3347|S Dhawan|Kingsmead|8.307|1
3348|S Dhawan|M Chinnaswamy Stadium|10.4715|1
3349|S Dhawan|M.Chinnaswamy Stadium|20.433|1
3350|S Dhawan|MA Chidambaram Stadium, Chepauk|32.502250000000004|2
3351|S Dhawan|Maharashtra Cricket Association Stadium|43.015|2
3352|S Dhawan|Nehru Stadium|8.382|1
3353|S Dhawan|Newlands|9.732|1
3354|S Dhawan|Punjab Cricket Association IS Bindra Stadium, Mohali|33.39|2
3355|S Dhawan|Punjab Cricket Association Stadium, Mohali|9.417|1
3356|S Dhawan|Rajiv Gandhi International Stadium, Uppal|35.06|2
3357|S Dhawan|Sardar Patel Stadium, Motera|10.556999999999999|1
3358|S Dhawan|Saurashtra Cricket Association Stadium|12.056999999999999|1
3359|S Dhawan|Sawai Mansingh Stadium|33.56475|2
3360|S Dhawan|Shaheed Veer Narayan Singh International Stadium|8.9445|1
3361|S Dhawan|Sharjah Cricket Stadium|34.94|2
3362|S Dhawan|Sheikh Zayed Stadium|38.224999999999994|2
3363|S Dhawan|St George's Park|8.982|1
3364|S Dhawan|Subrata Roy Sahara Stadium|9.282|1
3365|S Dhawan|Wankhede Stadium|32.8025|2
3366|S Dube|Dubai International Cricket Stadium|9.327499999999999|1
3367|S Dube|Feroz Shah Kotla|10.7625|1
3368|S Dube|M.Chinnaswamy Stadium|8.1375|1
3369|S Dube|MA Chidambaram Stadium, Chepauk|6.9125|1
3370|S Dube|Rajiv Gandhi International Stadium, Uppal|7.437499999999999|1
3371|S Dube|Sharjah Cricket Stadium|10.587499999999999|1
3372|S Dube|Sheikh Zayed Stadium|8.1375|1
3373|S Gopal|Dubai International Cricket Stadium|7.159249999999999|1
3374|S Gopal|Eden Gardens|8.3265|1
3375|S Gopal|Feroz Shah Kotla|7.2764999999999995|1
3376|S Gopal|Holkar Cricket Stadium|9.376499999999998|1
3377|S Gopal|MA Chidambaram Stadium, Chepauk|5.176499999999999|1
3378|S Gopal|Maharashtra Cricket Association Stadium|6.576499999999999|1
3379|S Gopal|Punjab Cricket Association IS Bindra Stadium, Mohali|5.176499999999999|1
3380|S Gopal|Rajiv Gandhi International Stadium, Uppal|8.3265|1
3381|S Gopal|Sardar Patel Stadium, Motera|2.2935|1
3382|S Gopal|Sawai Mansingh Stadium|6.34375|1
3383|S Gopal|Sharjah Cricket Stadium|5.5264999999999995|1
3384|S Gopal|Sheikh Zayed Stadium|5.3515|1
3385|S Gopal|Wankhede Stadium|10.157499999999999|2
3386|S Kaul|MA Chidambaram Stadium, Chepauk|0.029999999999999957|1
3387|S Kaul|Rajiv Gandhi International Stadium, Uppal|-1.59225|2
3388|S Kaul|Sardar Patel Stadium, Motera|-0.34500000000000003|1
3389|S Kaul|Wankhede Stadium|-0.805|1
3390|S Kaushik|M Chinnaswamy Stadium|-0.8999999999999999|1
3391|S Ladda|Barabati Stadium|-0.8999999999999999|1
3392|S Ladda|Feroz Shah Kotla|-0.8999999999999999|1
3393|S Lamichhane|Punjab Cricket Association IS Bindra Stadium, Mohali|-2.625|1
3394|S Nadeem|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|-0.32775|1
3395|S Nadeem|Dubai International Cricket Stadium|-0.06475000000000002|1
3396|S Nadeem|Eden Gardens|0.007499999999999965|2
3397|S Nadeem|Feroz Shah Kotla|-0.31275|1
3398|S Nadeem|M.Chinnaswamy Stadium|-0.40275|1
3399|S Nadeem|Punjab Cricket Association IS Bindra Stadium, Mohali|-0.40275|1
3400|S Nadeem|Punjab Cricket Association Stadium, Mohali|-0.17775|1
3401|S Nadeem|Rajiv Gandhi International Stadium, Uppal|-0.40275|1
3402|S Nadeem|Sardar Patel Stadium, Motera|-0.32775|1
3403|S Nadeem|Sheikh Zayed Stadium|-0.7675|2
3404|S Nadeem|Subrata Roy Sahara Stadium|0.04724999999999999|1
3405|S Nadeem|Wankhede Stadium|-0.32775|1
3406|S Narwal|Feroz Shah Kotla|3.65625|1
3407|S Narwal|M Chinnaswamy Stadium|2.75625|1
3408|S Narwal|Sardar Patel Stadium, Motera|2.90625|1
3409|S Narwal|Shaheed Veer Narayan Singh International Stadium|4.48125|1
3410|S Rana|Dr DY Patil Sports Academy|4.248|1
3411|S Rana|Eden Gardens|4.3229999999999995|1
3412|S Rana|JSCA International Stadium Complex|2.973|1
3413|S Rana|M Chinnaswamy Stadium|3.84825|1
3414|S Rana|Rajiv Gandhi International Stadium, Uppal|3.798|1
3415|S Rana|Sheikh Zayed Stadium|3.1229999999999998|1
3416|S Randiv|Wankhede Stadium|-0.075|1
3417|S Sohal|De Beers Diamond Oval|7.4925|1
3418|S Sohal|Dr DY Patil Sports Academy|7.7925|1
3419|S Sohal|Feroz Shah Kotla|9.8925|1
3420|S Sohal|Kingsmead|5.355|1
3421|S Sohal|MA Chidambaram Stadium, Chepauk|9.4425|1
3422|S Sohal|Nehru Stadium|5.3175|1
3423|S Sohal|New Wanderers Stadium|5.9175|1
3424|S Sohal|OUTsurance Oval|5.4675|1
3425|S Sohal|Punjab Cricket Association Stadium, Mohali|5.242500000000001|1
3426|S Sohal|Rajiv Gandhi International Stadium, Uppal|6.3825|1
3427|S Sohal|Sawai Mansingh Stadium|5.5425|1
3428|S Sohal|St George's Park|7.117500000000001|1
3429|S Sohal|SuperSport Park|6.930000000000001|1
3430|S Sohal|Wankhede Stadium|6.742500000000001|1
3431|S Sreesanth|Barabati Stadium|0.77175|1
3432|S Sreesanth|Dr DY Patil Sports Academy|-0.053249999999999964|1
3433|S Sreesanth|Kingsmead|0.17175000000000004|1
3434|S Sreesanth|M Chinnaswamy Stadium|-0.12824999999999995|1
3435|S Sreesanth|Nehru Stadium|-0.12824999999999995|1
3436|S Sreesanth|Punjab Cricket Association Stadium, Mohali|0.24675000000000002|1
3437|S Sreesanth|Sawai Mansingh Stadium|-0.053249999999999964|1
3438|S Sreesanth|SuperSport Park|-0.053249999999999964|1
3439|S Sreesanth|Wankhede Stadium|-0.12824999999999995|1
3440|S Sriram|Himachal Pradesh Cricket Association Stadium|3.4499999999999997|1
3441|S Sriram|M Chinnaswamy Stadium|5.175|1
3442|S Tyagi|MA Chidambaram Stadium, Chepauk|-0.37575|1
3443|S Vidyut|Dr DY Patil Sports Academy|6.7395|1
3444|S Vidyut|Feroz Shah Kotla|8.5395|1
3445|S Vidyut|MA Chidambaram Stadium, Chepauk|7.0897499999999996|1
3446|S Vidyut|Sawai Mansingh Stadium|5.914499999999999|1
3447|S Vidyut|Wankhede Stadium|6.3645|1
3448|SA Abbott|Eden Gardens|2.2125|1
3449|SA Abbott|M Chinnaswamy Stadium|3.1875|1
3450|SA Asnodkar|De Beers Diamond Oval|8.46375|1
3451|SA Asnodkar|Dr DY Patil Sports Academy|8.351249999999999|1
3452|SA Asnodkar|Eden Gardens|6.213749999999999|1
3453|SA Asnodkar|Kingsmead|6.138749999999999|1
3454|SA Asnodkar|MA Chidambaram Stadium, Chepauk|8.913749999999999|1
3455|SA Asnodkar|Newlands|5.951249999999999|1
3456|SA Asnodkar|Punjab Cricket Association Stadium, Mohali|6.513749999999999|1
3457|SA Asnodkar|Sardar Patel Stadium, Motera|6.213749999999999|1
3458|SA Asnodkar|Sawai Mansingh Stadium|8.819999999999999|1
3459|SA Asnodkar|St George's Park|5.838749999999999|1
3460|SA Asnodkar|SuperSport Park|6.62625|1
3461|SA Asnodkar|Wankhede Stadium|8.76375|1
3462|SA Yadav|Brabourne Stadium|6.45525|1
3463|SA Yadav|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.605250000000001|1
3464|SA Yadav|Dubai International Cricket Stadium|24.9875|2
3465|SA Yadav|Eden Gardens|27.796|2
3466|SA Yadav|Feroz Shah Kotla|26.24875|2
3467|SA Yadav|Green Park|7.73025|1
3468|SA Yadav|Holkar Cricket Stadium|25.037249999999997|1
3469|SA Yadav|JSCA International Stadium Complex|7.05525|1
3470|SA Yadav|M Chinnaswamy Stadium|7.31775|1
3471|SA Yadav|M.Chinnaswamy Stadium|19.17475|1
3472|SA Yadav|MA Chidambaram Stadium, Chepauk|35.1425|2
3473|SA Yadav|Maharashtra Cricket Association Stadium|32.33|2
3474|SA Yadav|Punjab Cricket Association IS Bindra Stadium, Mohali|24.2675|2
3475|SA Yadav|Rajiv Gandhi International Stadium, Uppal|17.9795|1
3476|SA Yadav|Sardar Patel Stadium, Motera|7.13025|1
3477|SA Yadav|Sawai Mansingh Stadium|24.337249999999997|1
3478|SA Yadav|Sharjah Cricket Stadium|28.830000000000002|2
3479|SA Yadav|Sheikh Zayed Stadium|30.7965|2
3480|SA Yadav|Wankhede Stadium|28.06075|2
3481|SB Bangar|Eden Gardens|1.9769999999999999|1
3482|SB Bangar|M Chinnaswamy Stadium|2.202|1
3483|SB Bangar|Newlands|1.077|1
3484|SB Bangar|Rajiv Gandhi International Stadium, Uppal|1.2517499999999997|1
3485|SB Bangar|Sawai Mansingh Stadium|1.152|1
3486|SB Jakati|Feroz Shah Kotla|0.27299999999999996|1
3487|SB Jakati|Kingsmead|0.723|1
3488|SB Jakati|M Chinnaswamy Stadium|0.27299999999999996|1
3489|SB Jakati|MA Chidambaram Stadium, Chepauk|0.648|1
3490|SB Jakati|New Wanderers Stadium|1.173|1
3491|SB Joshi|M Chinnaswamy Stadium|0.22499999999999998|1
3492|SB Styris|Eden Gardens|3.15|1
3493|SB Styris|Feroz Shah Kotla|4.875|1
3494|SB Styris|M Chinnaswamy Stadium|2.85|1
3495|SB Styris|MA Chidambaram Stadium, Chepauk|4.2375|1
3496|SB Styris|Newlands|3.75|1
3497|SB Styris|Punjab Cricket Association Stadium, Mohali|2.775|1
3498|SB Styris|Rajiv Gandhi International Stadium, Uppal|3.6374999999999997|1
3499|SB Styris|Sawai Mansingh Stadium|3.675|1
3500|SB Wagh|Dr DY Patil Sports Academy|-0.6749999999999999|1
3501|SB Wagh|Wankhede Stadium|-0.525|1
3502|SC Ganguly|Barabati Stadium|10.044|1
3503|SC Ganguly|Brabourne Stadium|8.994|1
3504|SC Ganguly|Buffalo Park|6.669|1
3505|SC Ganguly|Dr DY Patil Sports Academy|7.119|1
3506|SC Ganguly|Eden Gardens|9.32925|1
3507|SC Ganguly|Feroz Shah Kotla|8.394|1
3508|SC Ganguly|Kingsmead|6.7065|1
3509|SC Ganguly|M Chinnaswamy Stadium|7.89375|1
3510|SC Ganguly|MA Chidambaram Stadium, Chepauk|7.81875|1
3511|SC Ganguly|New Wanderers Stadium|9.5565|1
3512|SC Ganguly|Newlands|8.4315|1
3513|SC Ganguly|Punjab Cricket Association Stadium, Mohali|8.44425|1
3514|SC Ganguly|Rajiv Gandhi International Stadium, Uppal|11.281500000000001|1
3515|SC Ganguly|Sardar Patel Stadium, Motera|9.144|1
3516|SC Ganguly|Sawai Mansingh Stadium|8.6565|1
3517|SC Ganguly|St George's Park|8.769|1
3518|SC Ganguly|Subrata Roy Sahara Stadium|7.68675|1
3519|SC Ganguly|SuperSport Park|6.969|1
3520|SC Ganguly|Wankhede Stadium|7.343999999999999|1
3521|SD Chitnis|Feroz Shah Kotla|3.4605|1
3522|SD Chitnis|Himachal Pradesh Cricket Association Stadium|5.0729999999999995|1
3523|SD Chitnis|Kingsmead|3.6854999999999998|1
3524|SD Chitnis|Punjab Cricket Association Stadium, Mohali|3.9855|1
3525|SD Chitnis|Rajiv Gandhi International Stadium, Uppal|3.6854999999999998|1
3526|SD Chitnis|Wankhede Stadium|4.3605|1
3527|SD Lad|Wankhede Stadium|12.6|1
3528|SE Bond|Eden Gardens|-0.375|1
3529|SE Marsh|Brabourne Stadium|15.000749999999998|1
3530|SE Marsh|Dr DY Patil Sports Academy|10.800749999999999|1
3531|SE Marsh|Eden Gardens|11.8755|1
3532|SE Marsh|Feroz Shah Kotla|12.645749999999998|1
3533|SE Marsh|Himachal Pradesh Cricket Association Stadium|14.304|1
3534|SE Marsh|Holkar Cricket Stadium|13.275749999999999|1
3535|SE Marsh|M Chinnaswamy Stadium|11.91075|1
3536|SE Marsh|MA Chidambaram Stadium, Chepauk|13.969499999999998|1
3537|SE Marsh|Maharashtra Cricket Association Stadium|11.47575|1
3538|SE Marsh|Punjab Cricket Association IS Bindra Stadium, Mohali|13.95075|1
3539|SE Marsh|Punjab Cricket Association Stadium, Mohali|13.604249999999999|1
3540|SE Marsh|Rajiv Gandhi International Stadium, Uppal|14.376|1
3541|SE Marsh|Sardar Patel Stadium, Motera|15.600749999999998|1
3542|SE Marsh|Saurashtra Cricket Association Stadium|11.88825|1
3543|SE Marsh|Sawai Mansingh Stadium|11.250749999999998|1
3544|SE Marsh|Wankhede Stadium|14.076|1
3545|SE Rutherford|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.91025|1
3546|SE Rutherford|Feroz Shah Kotla|10.64|1
3547|SE Rutherford|MA Chidambaram Stadium, Chepauk|8.59775|1
3548|SE Rutherford|Sawai Mansingh Stadium|10.17275|1
3549|SJ Srivastava|Brabourne Stadium|0.24375|1
3550|SJ Srivastava|Punjab Cricket Association Stadium, Mohali|0.2685|1
3551|SK Raina|Barabati Stadium|11.107500000000002|1
3552|SK Raina|Brabourne Stadium|13.620000000000001|1
3553|SK Raina|Buffalo Park|10.882500000000002|1
3554|SK Raina|De Beers Diamond Oval|9.4575|1
3555|SK Raina|Dr DY Patil Sports Academy|11.0325|1
3556|SK Raina|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|31.400000000000002|2
3557|SK Raina|Dubai International Cricket Stadium|8.67|1
3558|SK Raina|Eden Gardens|37.8325|2
3559|SK Raina|Feroz Shah Kotla|34.7625|2
3560|SK Raina|Green Park|10.713750000000001|1
3561|SK Raina|Himachal Pradesh Cricket Association Stadium|10.845|1
3562|SK Raina|JSCA International Stadium Complex|9.9675|1
3563|SK Raina|Kingsmead|10.338750000000001|1
3564|SK Raina|M Chinnaswamy Stadium|9.78225|1
3565|SK Raina|M.Chinnaswamy Stadium|20.755|1
3566|SK Raina|MA Chidambaram Stadium, Chepauk|34.352000000000004|2
3567|SK Raina|Maharashtra Cricket Association Stadium|35.97500000000001|2
3568|SK Raina|Nehru Stadium|12.232500000000002|1
3569|SK Raina|New Wanderers Stadium|10.432500000000001|1
3570|SK Raina|Newlands|9.0825|1
3571|SK Raina|Punjab Cricket Association IS Bindra Stadium, Mohali|39.7625|2
3572|SK Raina|Punjab Cricket Association Stadium, Mohali|10.30725|1
3573|SK Raina|Rajiv Gandhi International Stadium, Uppal|35.665000000000006|2
3574|SK Raina|Sardar Patel Stadium, Motera|9.1575|1
3575|SK Raina|Saurashtra Cricket Association Stadium|10.9425|1
3576|SK Raina|Sawai Mansingh Stadium|34.9375|2
3577|SK Raina|Shaheed Veer Narayan Singh International Stadium|9.307500000000001|1
3578|SK Raina|Sharjah Cricket Stadium|9.5325|1
3579|SK Raina|Sheikh Zayed Stadium|11.482500000000002|1
3580|SK Raina|St George's Park|10.2825|1
3581|SK Raina|Subrata Roy Sahara Stadium|11.595|1
3582|SK Raina|SuperSport Park|13.03275|1
3583|SK Raina|Vidarbha Cricket Association Stadium, Jamtha|12.382500000000002|1
3584|SK Raina|Wankhede Stadium|34.00625|2
3585|SK Trivedi|De Beers Diamond Oval|0.09074999999999996|1
3586|SK Trivedi|Dr DY Patil Sports Academy|0.09074999999999996|1
3587|SK Trivedi|Eden Gardens|0.16574999999999995|1
3588|SK Trivedi|Feroz Shah Kotla|0.39074999999999993|1
3589|SK Trivedi|M Chinnaswamy Stadium|0.12824999999999995|1
3590|SK Trivedi|OUTsurance Oval|0.4657499999999999|1
3591|SK Trivedi|Rajiv Gandhi International Stadium, Uppal|0.015749999999999962|1
3592|SK Trivedi|SuperSport Park|0.16574999999999995|1
3593|SK Trivedi|Vidarbha Cricket Association Stadium, Jamtha|0.6907499999999999|1
3594|SK Trivedi|Wankhede Stadium|0.24074999999999996|1
3595|SK Warne|Brabourne Stadium|1.0762500000000002|1
3596|SK Warne|De Beers Diamond Oval|1.78875|1
3597|SK Warne|Dr DY Patil Sports Academy|1.60125|1
3598|SK Warne|Eden Gardens|1.22625|1
3599|SK Warne|Feroz Shah Kotla|1.52625|1
3600|SK Warne|Holkar Cricket Stadium|1.15125|1
3601|SK Warne|Kingsmead|2.35125|1
3602|SK Warne|M Chinnaswamy Stadium|1.30125|1
3603|SK Warne|Newlands|1.97625|1
3604|SK Warne|OUTsurance Oval|1.4512500000000002|1
3605|SK Warne|Punjab Cricket Association Stadium, Mohali|1.37625|1
3606|SK Warne|Rajiv Gandhi International Stadium, Uppal|2.65125|1
3607|SK Warne|Sardar Patel Stadium, Motera|1.0762500000000002|1
3608|SK Warne|Sawai Mansingh Stadium|1.4512500000000002|1
3609|SK Warne|St George's Park|2.57625|1
3610|SK Warne|SuperSport Park|1.11375|1
3611|SK Warne|Vidarbha Cricket Association Stadium, Jamtha|1.0762500000000002|1
3612|SK Warne|Wankhede Stadium|1.00125|1
3613|SL Malinga|Dr DY Patil Sports Academy|0.27299999999999996|1
3614|SL Malinga|Dubai International Cricket Stadium|0.348|1
3615|SL Malinga|Eden Gardens|0.19799999999999998|1
3616|SL Malinga|Feroz Shah Kotla|0.6232499999999999|1
3617|SL Malinga|Himachal Pradesh Cricket Association Stadium|0.27299999999999996|1
3618|SL Malinga|Kingsmead|0.19799999999999998|1
3619|SL Malinga|M Chinnaswamy Stadium|1.473|1
3620|SL Malinga|MA Chidambaram Stadium, Chepauk|0.723|1
3621|SL Malinga|Saurashtra Cricket Association Stadium|0.19799999999999998|1
3622|SL Malinga|Sawai Mansingh Stadium|0.49799999999999994|1
3623|SL Malinga|Subrata Roy Sahara Stadium|1.248|1
3624|SL Malinga|Wankhede Stadium|0.46049999999999996|1
3625|SM Curran|Dubai International Cricket Stadium|13.324500000000002|1
3626|SM Curran|Feroz Shah Kotla|11.224500000000003|1
3627|SM Curran|MA Chidambaram Stadium, Chepauk|11.224500000000003|1
3628|SM Curran|Punjab Cricket Association IS Bindra Stadium, Mohali|14.269500000000003|1
3629|SM Curran|Sharjah Cricket Stadium|15.249500000000001|1
3630|SM Curran|Sheikh Zayed Stadium|14.549500000000002|1
3631|SM Curran|Wankhede Stadium|12.624500000000001|1
3632|SM Harwood|De Beers Diamond Oval|0.7875|1
3633|SM Harwood|St George's Park|0.5625|1
3634|SM Katich|De Beers Diamond Oval|6.894|1
3635|SM Katich|Kingsmead|6.744|1
3636|SM Katich|New Wanderers Stadium|7.044|1
3637|SM Katich|OUTsurance Oval|7.718999999999999|1
3638|SM Katich|Punjab Cricket Association Stadium, Mohali|9.819|1
3639|SM Katich|St George's Park|8.769|1
3640|SM Katich|SuperSport Park|8.094|1
3641|SM Pollock|Dr DY Patil Sports Academy|7.8854999999999995|1
3642|SM Pollock|Feroz Shah Kotla|6.6855|1
3643|SM Pollock|MA Chidambaram Stadium, Chepauk|6.7604999999999995|1
3644|SM Pollock|Punjab Cricket Association Stadium, Mohali|7.1354999999999995|1
3645|SM Pollock|Sawai Mansingh Stadium|5.4855|1
3646|SM Pollock|Wankhede Stadium|6.5355|1
3647|SMSM Senanayake|Eden Gardens|0.15|1
3648|SMSM Senanayake|JSCA International Stadium Complex|0.0375|1
3649|SMSM Senanayake|Punjab Cricket Association Stadium, Mohali|-0.0375|1
3650|SN Khan|Dubai International Cricket Stadium|14.554749999999999|1
3651|SN Khan|Eden Gardens|13.94225|1
3652|SN Khan|Feroz Shah Kotla|14.204749999999999|1
3653|SN Khan|JSCA International Stadium Complex|7.58775|1
3654|SN Khan|M Chinnaswamy Stadium|6.80775|1
3655|SN Khan|M.Chinnaswamy Stadium|14.204749999999999|1
3656|SN Khan|MA Chidambaram Stadium, Chepauk|29.8675|2
3657|SN Khan|Maharashtra Cricket Association Stadium|5.37525|1
3658|SN Khan|Punjab Cricket Association IS Bindra Stadium, Mohali|17.004749999999998|1
3659|SN Khan|Punjab Cricket Association Stadium, Mohali|5.56275|1
3660|SN Khan|Sawai Mansingh Stadium|16.91725|1
3661|SN Khan|Sheikh Zayed Stadium|13.50475|1
3662|SN Khan|Wankhede Stadium|20.5175|2
3663|SN Thakur|Dubai International Cricket Stadium|5.6875|1
3664|SN Thakur|Feroz Shah Kotla|2.8874999999999997|1
3665|SN Thakur|M Chinnaswamy Stadium|2.3625|1
3666|SN Thakur|Rajiv Gandhi International Stadium, Uppal|8.225|2
3667|SN Thakur|Saurashtra Cricket Association Stadium|2.3625|1
3668|SN Thakur|Sharjah Cricket Stadium|7.437499999999999|1
3669|SN Thakur|Wankhede Stadium|7.874999999999999|1
3670|SO Hetmyer|Dubai International Cricket Stadium|14.454999999999998|1
3671|SO Hetmyer|M.Chinnaswamy Stadium|19.705|1
3672|SO Hetmyer|MA Chidambaram Stadium, Chepauk|12.704999999999998|1
3673|SO Hetmyer|Rajiv Gandhi International Stadium, Uppal|14.279999999999998|1
3674|SO Hetmyer|Sawai Mansingh Stadium|12.879999999999999|1
3675|SO Hetmyer|Sharjah Cricket Stadium|17.255|1
3676|SO Hetmyer|Sheikh Zayed Stadium|16.962749999999996|1
3677|SP Fleming|Eden Gardens|7.574999999999999|1
3678|SP Fleming|Feroz Shah Kotla|8.475|1
3679|SP Fleming|MA Chidambaram Stadium, Chepauk|6.375|1
3680|SP Fleming|Rajiv Gandhi International Stadium, Uppal|6.225|1
3681|SP Fleming|Sawai Mansingh Stadium|5.175|1
3682|SP Fleming|Wankhede Stadium|7.125|1
3683|SP Goswami|Dr DY Patil Sports Academy|4.45275|1
3684|SP Goswami|Eden Gardens|4.82775|1
3685|SP Goswami|Feroz Shah Kotla|5.65275|1
3686|SP Goswami|Kingsmead|5.9902500000000005|1
3687|SP Goswami|M Chinnaswamy Stadium|6.70275|1
3688|SP Goswami|MA Chidambaram Stadium, Chepauk|4.75275|1
3689|SP Goswami|Rajiv Gandhi International Stadium, Uppal|19.6925|2
3690|SP Goswami|Sawai Mansingh Stadium|5.0527500000000005|1
3691|SP Goswami|Sheikh Zayed Stadium|9.339749999999999|1
3692|SP Goswami|Wankhede Stadium|14.829999999999998|2
3693|SP Jackson|Eden Gardens|4.04925|1
3694|SP Jackson|Rajiv Gandhi International Stadium, Uppal|4.42425|1
3695|SP Narine|Dubai International Cricket Stadium|12.7015|1
3696|SP Narine|Eden Gardens|20.17925|2
3697|SP Narine|Feroz Shah Kotla|21.0125|2
3698|SP Narine|Green Park|5.04375|1
3699|SP Narine|Holkar Cricket Stadium|24.54375|1
3700|SP Narine|JSCA International Stadium Complex|4.96875|1
3701|SP Narine|M Chinnaswamy Stadium|6.1499999999999995|1
3702|SP Narine|M.Chinnaswamy Stadium|14.656249999999998|1
3703|SP Narine|MA Chidambaram Stadium, Chepauk|12.993749999999999|1
3704|SP Narine|Maharashtra Cricket Association Stadium|6.09375|1
3705|SP Narine|Punjab Cricket Association IS Bindra Stadium, Mohali|6.2437499999999995|1
3706|SP Narine|Punjab Cricket Association Stadium, Mohali|4.96875|1
3707|SP Narine|Rajiv Gandhi International Stadium, Uppal|21.1125|2
3708|SP Narine|Sawai Mansingh Stadium|23.5625|2
3709|SP Narine|Sharjah Cricket Stadium|12.206249999999999|1
3710|SP Narine|Sheikh Zayed Stadium|20.5125|2
3711|SP Narine|Wankhede Stadium|17.512249999999998|2
3712|SPD Smith|Barabati Stadium|11.10975|1
3713|SPD Smith|Brabourne Stadium|10.659749999999999|1
3714|SPD Smith|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.55975|1
3715|SPD Smith|Dubai International Cricket Stadium|29.302749999999996|2
3716|SPD Smith|Eden Gardens|26.494999999999997|2
3717|SPD Smith|Feroz Shah Kotla|9.634499999999997|1
3718|SPD Smith|Holkar Cricket Stadium|9.534749999999999|1
3719|SPD Smith|JSCA International Stadium Complex|8.259749999999999|1
3720|SPD Smith|M Chinnaswamy Stadium|10.05975|1
3721|SPD Smith|MA Chidambaram Stadium, Chepauk|31.832499999999996|2
3722|SPD Smith|Maharashtra Cricket Association Stadium|10.41|1
3723|SPD Smith|Punjab Cricket Association IS Bindra Stadium, Mohali|10.43475|1
3724|SPD Smith|Punjab Cricket Association Stadium, Mohali|8.29725|1
3725|SPD Smith|Rajiv Gandhi International Stadium, Uppal|10.860000000000001|1
3726|SPD Smith|Sardar Patel Stadium, Motera|9.347249999999999|1
3727|SPD Smith|Saurashtra Cricket Association Stadium|9.384749999999999|1
3728|SPD Smith|Sawai Mansingh Stadium|34.98224999999999|2
3729|SPD Smith|Shaheed Veer Narayan Singh International Stadium|8.85975|1
3730|SPD Smith|Sharjah Cricket Stadium|35.64975|2
3731|SPD Smith|Sheikh Zayed Stadium|29.472499999999997|2
3732|SPD Smith|Subrata Roy Sahara Stadium|9.209999999999999|1
3733|SPD Smith|Wankhede Stadium|28.882499999999997|2
3734|SR Tendulkar|Brabourne Stadium|10.95525|1
3735|SR Tendulkar|Buffalo Park|9.996|1
3736|SR Tendulkar|Dr DY Patil Sports Academy|10.708499999999999|1
3737|SR Tendulkar|Eden Gardens|9.208499999999999|1
3738|SR Tendulkar|Feroz Shah Kotla|10.978499999999999|1
3739|SR Tendulkar|Kingsmead|10.083749999999998|1
3740|SR Tendulkar|M Chinnaswamy Stadium|10.00875|1
3741|SR Tendulkar|MA Chidambaram Stadium, Chepauk|10.052249999999999|1
3742|SR Tendulkar|New Wanderers Stadium|8.9835|1
3743|SR Tendulkar|Newlands|12.583499999999999|1
3744|SR Tendulkar|Punjab Cricket Association Stadium, Mohali|9.8835|1
3745|SR Tendulkar|Rajiv Gandhi International Stadium, Uppal|9.78375|1
3746|SR Tendulkar|Sawai Mansingh Stadium|10.9335|1
3747|SR Tendulkar|St George's Park|10.13325|1
3748|SR Tendulkar|Subrata Roy Sahara Stadium|9.996|1
3749|SR Tendulkar|SuperSport Park|10.38375|1
3750|SR Tendulkar|Wankhede Stadium|10.52625|1
3751|SR Watson|Brabourne Stadium|11.925749999999999|1
3752|SR Watson|Dr DY Patil Sports Academy|10.7505|1
3753|SR Watson|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|28.5845|1
3754|SR Watson|Dubai International Cricket Stadium|33.76|2
3755|SR Watson|Eden Gardens|33.735|2
3756|SR Watson|Feroz Shah Kotla|34.62875|2
3757|SR Watson|Holkar Cricket Stadium|9.288|1
3758|SR Watson|JSCA International Stadium Complex|12.3255|1
3759|SR Watson|M Chinnaswamy Stadium|9.759749999999999|1
3760|SR Watson|M.Chinnaswamy Stadium|31.185|2
3761|SR Watson|MA Chidambaram Stadium, Chepauk|36.601749999999996|2
3762|SR Watson|Maharashtra Cricket Association Stadium|37.9875|2
3763|SR Watson|Punjab Cricket Association IS Bindra Stadium, Mohali|29.985|2
3764|SR Watson|Punjab Cricket Association Stadium, Mohali|10.1955|1
3765|SR Watson|Rajiv Gandhi International Stadium, Uppal|36.114999999999995|2
3766|SR Watson|Sardar Patel Stadium, Motera|10.88775|1
3767|SR Watson|Saurashtra Cricket Association Stadium|8.9505|1
3768|SR Watson|Sawai Mansingh Stadium|34.0695|2
3769|SR Watson|Shaheed Veer Narayan Singh International Stadium|9.5505|1
3770|SR Watson|Sharjah Cricket Stadium|38.1225|2
3771|SR Watson|Sheikh Zayed Stadium|33.45225|2
3772|SR Watson|Subrata Roy Sahara Stadium|15.250499999999999|1
3773|SR Watson|Vidarbha Cricket Association Stadium, Jamtha|12.8505|1
