|bowler|venue|final_score_ball|matches
2708|S Aravind|Eden Gardens|10.50675|1
2709|S Aravind|Feroz Shah Kotla|8.63175|1
2710|S Aravind|Himachal Pradesh Cricket Association Stadium|6.75675|1
2711|S Aravind|JSCA International Stadium Complex|8.63175|1
2712|S Aravind|M Chinnaswamy Stadium|9.23175|1
2713|S Aravind|MA Chidambaram Stadium, Chepauk|10.50675|1
2714|S Aravind|Maharashtra Cricket Association Stadium|9.56925|1
2715|S Aravind|Punjab Cricket Association Stadium, Mohali|6.75675|1
2716|S Aravind|Rajiv Gandhi International Stadium, Uppal|6.75675|1
2717|S Aravind|Saurashtra Cricket Association Stadium|8.63175|1
2718|S Aravind|Sawai Mansingh Stadium|12.38175|1
2719|S Aravind|Shaheed Veer Narayan Singh International Stadium|8.63175|1
2720|S Aravind|Wankhede Stadium|8.63175|1
2721|S Badree|Eden Gardens|7.405499999999999|1
2722|S Badree|Feroz Shah Kotla|5.530499999999999|1
2723|S Badree|JSCA International Stadium Complex|6.467999999999999|1
2724|S Badree|M Chinnaswamy Stadium|7.72425|1
2725|S Badree|Maharashtra Cricket Association Stadium|7.405499999999999|1
2726|S Badree|Wankhede Stadium|7.405499999999999|1
2727|S Dhawan|Barabati Stadium|5.62575|1
2728|S Dhawan|Feroz Shah Kotla|5.62575|1
2729|S Dhawan|M Chinnaswamy Stadium|3.75075|1
2730|S Dhawan|Rajiv Gandhi International Stadium, Uppal|5.007000000000001|1
2731|S Dube|Dubai International Cricket Stadium|10.456249999999999|1
2732|S Dube|Feroz Shah Kotla|3.15|1
2733|S Dube|MA Chidambaram Stadium, Chepauk|3.15|1
2734|S Dube|Sheikh Zayed Stadium|3.15|1
2735|S Gopal|Dubai International Cricket Stadium|19.160749999999997|1
2736|S Gopal|Eden Gardens|21.348249999999997|1
2737|S Gopal|Feroz Shah Kotla|23.53575|1
2738|S Gopal|Holkar Cricket Stadium|16.973249999999997|1
2739|S Gopal|M.Chinnaswamy Stadium|27.91075|1
2740|S Gopal|MA Chidambaram Stadium, Chepauk|16.973249999999997|1
2741|S Gopal|Maharashtra Cricket Association Stadium|30.09825|1
2742|S Gopal|Punjab Cricket Association IS Bindra Stadium, Mohali|16.973249999999997|1
2743|S Gopal|Punjab Cricket Association Stadium, Mohali|11.02425|1
2744|S Gopal|Rajiv Gandhi International Stadium, Uppal|23.53575|1
2745|S Gopal|Sardar Patel Stadium, Motera|10.08675|1
2746|S Gopal|Sawai Mansingh Stadium|23.97325|1
2747|S Gopal|Sharjah Cricket Stadium|18.416999999999998|1
2748|S Gopal|Sheikh Zayed Stadium|22.223249999999997|1
2749|S Gopal|Wankhede Stadium|25.503749999999997|2
2750|S Kaul|Eden Gardens|20.481999999999996|1
2751|S Kaul|Feroz Shah Kotla|26.822499999999998|2
2752|S Kaul|Green Park|8.159249999999998|1
2753|S Kaul|Himachal Pradesh Cricket Association Stadium|6.284249999999999|1
2754|S Kaul|M Chinnaswamy Stadium|7.221749999999999|1
2755|S Kaul|M.Chinnaswamy Stadium|23.413249999999998|1
2756|S Kaul|MA Chidambaram Stadium, Chepauk|6.284249999999999|1
2757|S Kaul|Maharashtra Cricket Association Stadium|20.947499999999998|2
2758|S Kaul|Punjab Cricket Association IS Bindra Stadium, Mohali|30.947499999999998|2
2759|S Kaul|Rajiv Gandhi International Stadium, Uppal|30.759999999999998|2
2760|S Kaul|Sardar Patel Stadium, Motera|6.284249999999999|1
2761|S Kaul|Sawai Mansingh Stadium|27.197499999999998|2
2762|S Kaul|Sharjah Cricket Stadium|23.413249999999998|1
2763|S Kaul|Subrata Roy Sahara Stadium|10.034249999999998|1
2764|S Kaul|Wankhede Stadium|28.253749999999997|2
2765|S Kaushik|Eden Gardens|3.375|1
2766|S Kaushik|Feroz Shah Kotla|7.125|1
2767|S Kaushik|M Chinnaswamy Stadium|3.375|1
2768|S Kaushik|Maharashtra Cricket Association Stadium|3.375|1
2769|S Kaushik|Rajiv Gandhi International Stadium, Uppal|3.375|1
2770|S Kaushik|Saurashtra Cricket Association Stadium|5.25|1
2771|S Ladda|Barabati Stadium|5.00025|1
2772|S Ladda|Brabourne Stadium|3.12525|1
2773|S Ladda|Eden Gardens|5.00025|1
2774|S Ladda|Feroz Shah Kotla|5.93775|1
2775|S Ladda|MA Chidambaram Stadium, Chepauk|3.12525|1
2776|S Ladda|Nehru Stadium|3.12525|1
2777|S Ladda|Punjab Cricket Association IS Bindra Stadium, Mohali|3.12525|1
2778|S Ladda|Sardar Patel Stadium, Motera|3.12525|1
2779|S Lamichhane|Feroz Shah Kotla|25.826499999999996|1
2780|S Lamichhane|M.Chinnaswamy Stadium|23.332749999999997|1
2781|S Lamichhane|Punjab Cricket Association IS Bindra Stadium, Mohali|27.707749999999997|1
2782|S Midhun|Sawai Mansingh Stadium|-1.575|1
2783|S Nadeem|Dr DY Patil Sports Academy|7.647|1
2784|S Nadeem|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.897|1
2785|S Nadeem|Dubai International Cricket Stadium|16.30875|2
2786|S Nadeem|Eden Gardens|19.240000000000002|2
2787|S Nadeem|Feroz Shah Kotla|14.32125|2
2788|S Nadeem|M Chinnaswamy Stadium|5.772|1
2789|S Nadeem|M.Chinnaswamy Stadium|19.240000000000002|2
2790|S Nadeem|MA Chidambaram Stadium, Chepauk|3.897|1
2791|S Nadeem|Maharashtra Cricket Association Stadium|5.772|1
2792|S Nadeem|Punjab Cricket Association IS Bindra Stadium, Mohali|4.8345|1
2793|S Nadeem|Punjab Cricket Association Stadium, Mohali|3.897|1
2794|S Nadeem|Rajiv Gandhi International Stadium, Uppal|17.365|2
2795|S Nadeem|Sardar Patel Stadium, Motera|7.647|1
2796|S Nadeem|Saurashtra Cricket Association Stadium|7.647|1
2797|S Nadeem|Sawai Mansingh Stadium|26.115|2
2798|S Nadeem|Shaheed Veer Narayan Singh International Stadium|4.51575|1
2799|S Nadeem|Sharjah Cricket Stadium|20.490000000000002|2
2800|S Nadeem|Sheikh Zayed Stadium|19.240000000000002|2
2801|S Nadeem|Subrata Roy Sahara Stadium|4.8345|1
2802|S Nadeem|Wankhede Stadium|15.33375|2
2803|S Narwal|Eden Gardens|4.011749999999999|1
2804|S Narwal|Feroz Shah Kotla|11.511750000000001|1
2805|S Narwal|M Chinnaswamy Stadium|4.011749999999999|1
2806|S Narwal|MA Chidambaram Stadium, Chepauk|4.011749999999999|1
2807|S Narwal|Sardar Patel Stadium, Motera|5.886749999999999|1
2808|S Rana|Dr DY Patil Sports Academy|0.44999999999999996|1
2809|S Rana|JSCA International Stadium Complex|0.44999999999999996|1
2810|S Rana|M Chinnaswamy Stadium|0.44999999999999996|1
2811|S Randiv|Eden Gardens|4.21875|1
2812|S Randiv|MA Chidambaram Stadium, Chepauk|6.09375|1
2813|S Randiv|Punjab Cricket Association Stadium, Mohali|7.96875|1
2814|S Randiv|Wankhede Stadium|6.09375|1
2815|S Sandeep Warrier|Eden Gardens|8.75175|1
2816|S Sandeep Warrier|Punjab Cricket Association IS Bindra Stadium, Mohali|17.50175|1
2817|S Sandeep Warrier|Sheikh Zayed Stadium|8.75175|1
2818|S Sandeep Warrier|Wankhede Stadium|8.75175|1
2819|S Sreesanth|Barabati Stadium|9.1095|1
2820|S Sreesanth|De Beers Diamond Oval|7.234500000000001|1
2821|S Sreesanth|Dr DY Patil Sports Academy|5.359500000000001|1
2822|S Sreesanth|Eden Gardens|9.1095|1
2823|S Sreesanth|Feroz Shah Kotla|6.61575|1
2824|S Sreesanth|Holkar Cricket Stadium|7.234500000000001|1
2825|S Sreesanth|Kingsmead|7.234500000000001|1
2826|S Sreesanth|M Chinnaswamy Stadium|6.61575|1
2827|S Sreesanth|MA Chidambaram Stadium, Chepauk|8.172|1
2828|S Sreesanth|Nehru Stadium|6.765750000000001|1
2829|S Sreesanth|New Wanderers Stadium|5.359500000000001|1
2830|S Sreesanth|OUTsurance Oval|9.1095|1
2831|S Sreesanth|Punjab Cricket Association Stadium, Mohali|7.40325|1
2832|S Sreesanth|Rajiv Gandhi International Stadium, Uppal|7.234500000000001|1
2833|S Sreesanth|Sawai Mansingh Stadium|7.609500000000001|1
2834|S Sreesanth|Subrata Roy Sahara Stadium|5.359500000000001|1
2835|S Sreesanth|SuperSport Park|6.297000000000001|1
2836|S Sreesanth|Wankhede Stadium|7.234500000000001|1
2837|S Sriram|Himachal Pradesh Cricket Association Stadium|-0.6749999999999999|1
2838|S Sriram|M Chinnaswamy Stadium|-0.6749999999999999|1
2839|S Tyagi|Buffalo Park|4.28475|1
2840|S Tyagi|De Beers Diamond Oval|2.4097500000000003|1
2841|S Tyagi|Himachal Pradesh Cricket Association Stadium|2.4097500000000003|1
2842|S Tyagi|Kingsmead|4.28475|1
2843|S Tyagi|M Chinnaswamy Stadium|2.4097500000000003|1
2844|S Tyagi|MA Chidambaram Stadium, Chepauk|3.0285|1
2845|S Tyagi|New Wanderers Stadium|6.15975|1
2846|S Tyagi|St George's Park|4.28475|1
2847|S Tyagi|SuperSport Park|2.4097500000000003|1
2848|S Tyagi|Vidarbha Cricket Association Stadium, Jamtha|2.4097500000000003|1
2849|S Vidyut|Sawai Mansingh Stadium|6.825|1
2850|SA Abbott|Eden Gardens|-0.6749999999999999|1
2851|SA Abbott|M Chinnaswamy Stadium|-0.6749999999999999|1
2852|SA Yadav|Feroz Shah Kotla|0.0|1
2853|SB Bangar|Dr DY Patil Sports Academy|6.24975|1
2854|SB Bangar|Eden Gardens|2.4997499999999997|1
2855|SB Bangar|M Chinnaswamy Stadium|2.4997499999999997|1
2856|SB Bangar|MA Chidambaram Stadium, Chepauk|4.37475|1
2857|SB Bangar|Rajiv Gandhi International Stadium, Uppal|3.9059999999999997|1
2858|SB Bangar|Sawai Mansingh Stadium|2.4997499999999997|1
2859|SB Jakati|Brabourne Stadium|6.62475|1
2860|SB Jakati|Buffalo Park|12.249749999999999|1
2861|SB Jakati|De Beers Diamond Oval|8.499749999999999|1
2862|SB Jakati|Dr DY Patil Sports Academy|7.243499999999999|1
2863|SB Jakati|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.499749999999999|1
2864|SB Jakati|Eden Gardens|6.62475|1
2865|SB Jakati|Feroz Shah Kotla|4.74975|1
2866|SB Jakati|Green Park|5.68725|1
2867|SB Jakati|Himachal Pradesh Cricket Association Stadium|4.74975|1
2868|SB Jakati|Kingsmead|4.74975|1
2869|SB Jakati|M Chinnaswamy Stadium|6.005999999999999|1
2870|SB Jakati|MA Chidambaram Stadium, Chepauk|6.380999999999999|1
2871|SB Jakati|Nehru Stadium|4.74975|1
2872|SB Jakati|New Wanderers Stadium|9.437249999999999|1
2873|SB Jakati|Punjab Cricket Association Stadium, Mohali|4.74975|1
2874|SB Jakati|Sardar Patel Stadium, Motera|8.499749999999999|1
2875|SB Jakati|Saurashtra Cricket Association Stadium|4.74975|1
2876|SB Jakati|Sawai Mansingh Stadium|4.74975|1
2877|SB Jakati|St George's Park|4.74975|1
2878|SB Jakati|SuperSport Park|6.62475|1
2879|SB Jakati|Vidarbha Cricket Association Stadium, Jamtha|6.62475|1
2880|SB Jakati|Wankhede Stadium|6.005999999999999|1
2881|SB Joshi|Feroz Shah Kotla|1.40625|1
2882|SB Joshi|M Chinnaswamy Stadium|2.34375|1
2883|SB Joshi|Wankhede Stadium|1.40625|1
2884|SB Styris|Eden Gardens|4.0905|1
2885|SB Styris|Feroz Shah Kotla|4.0905|1
2886|SB Styris|M Chinnaswamy Stadium|7.840499999999999|1
2887|SB Styris|MA Chidambaram Stadium, Chepauk|5.9655|1
2888|SB Styris|Newlands|8.777999999999999|1
2889|SB Styris|Punjab Cricket Association Stadium, Mohali|5.028|1
2890|SB Styris|Rajiv Gandhi International Stadium, Uppal|4.0905|1
2891|SB Styris|Sawai Mansingh Stadium|4.0905|1
2892|SB Wagh|Dr DY Patil Sports Academy|4.92075|1
2893|SB Wagh|MA Chidambaram Stadium, Chepauk|5.3895|1
2894|SB Wagh|Punjab Cricket Association Stadium, Mohali|3.5145|1
2895|SB Wagh|Rajiv Gandhi International Stadium, Uppal|3.5145|1
2896|SB Wagh|Wankhede Stadium|5.3895|1
2897|SC Ganguly|Barabati Stadium|2.8125|1
2898|SC Ganguly|Eden Gardens|3.3562499999999997|1
2899|SC Ganguly|Feroz Shah Kotla|8.4375|1
2900|SC Ganguly|Kingsmead|4.6875|1
2901|SC Ganguly|M Chinnaswamy Stadium|8.4375|1
2902|SC Ganguly|Newlands|2.8125|1
2903|SC Ganguly|Rajiv Gandhi International Stadium, Uppal|6.5625|1
2904|SC Ganguly|Sawai Mansingh Stadium|2.8125|1
2905|SC Ganguly|St George's Park|2.8125|1
2906|SC Ganguly|Subrata Roy Sahara Stadium|2.8125|1
2907|SC Kuggeleijn|MA Chidambaram Stadium, Chepauk|17.5|1
2908|SD Chitnis|Dr DY Patil Sports Academy|5.625|1
2909|SD Chitnis|Wankhede Stadium|9.375|1
2910|SE Bond|Brabourne Stadium|6.664499999999999|1
2911|SE Bond|Eden Gardens|8.5395|1
2912|SE Bond|Punjab Cricket Association Stadium, Mohali|10.4145|1
2913|SE Bond|Sardar Patel Stadium, Motera|10.4145|1
2914|SE Rutherford|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|2.18925|1
2915|SE Rutherford|Feroz Shah Kotla|3.6329999999999996|1
2916|SE Rutherford|MA Chidambaram Stadium, Chepauk|2.18925|1
2917|SE Rutherford|Sawai Mansingh Stadium|2.18925|1
2918|SJ Srivastava|Barabati Stadium|7.5|1
2919|SJ Srivastava|Brabourne Stadium|7.5|1
2920|SJ Srivastava|Eden Gardens|5.625|1
2921|SJ Srivastava|Feroz Shah Kotla|5.625|1
2922|SJ Srivastava|Himachal Pradesh Cricket Association Stadium|8.11875|1
2923|SJ Srivastava|Holkar Cricket Stadium|9.375|1
2924|SJ Srivastava|MA Chidambaram Stadium, Chepauk|5.625|1
2925|SJ Srivastava|Punjab Cricket Association Stadium, Mohali|8.25|1
2926|SK Raina|Brabourne Stadium|2.0385|1
2927|SK Raina|Buffalo Park|3.9135|1
2928|SK Raina|De Beers Diamond Oval|3.9135|1
2929|SK Raina|Dr DY Patil Sports Academy|3.9135|1
2930|SK Raina|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.9135|1
2931|SK Raina|Dubai International Cricket Stadium|2.0385|1
2932|SK Raina|Eden Gardens|2.50725|1
2933|SK Raina|Feroz Shah Kotla|2.0385|1
2934|SK Raina|Himachal Pradesh Cricket Association Stadium|3.9135|1
2935|SK Raina|JSCA International Stadium Complex|2.976|1
2936|SK Raina|Kingsmead|5.7885|1
2937|SK Raina|M Chinnaswamy Stadium|2.0385|1
2938|SK Raina|MA Chidambaram Stadium, Chepauk|7.619999999999999|2
2939|SK Raina|New Wanderers Stadium|2.0385|1
2940|SK Raina|Punjab Cricket Association Stadium, Mohali|2.0385|1
2941|SK Raina|Rajiv Gandhi International Stadium, Uppal|3.9135|1
2942|SK Raina|Sardar Patel Stadium, Motera|2.0385|1
2943|SK Raina|Saurashtra Cricket Association Stadium|2.0385|1
2944|SK Raina|Sawai Mansingh Stadium|3.9135|1
2945|SK Raina|Shaheed Veer Narayan Singh International Stadium|2.0385|1
2946|SK Raina|St George's Park|3.9135|1
2947|SK Raina|Subrata Roy Sahara Stadium|2.0385|1
2948|SK Raina|SuperSport Park|2.65725|1
2949|SK Raina|Vidarbha Cricket Association Stadium, Jamtha|3.9135|1
2950|SK Raina|Wankhede Stadium|2.0385|1
2951|SK Trivedi|De Beers Diamond Oval|6.845249999999999|1
2952|SK Trivedi|Dr DY Patil Sports Academy|4.970249999999999|1
2953|SK Trivedi|Eden Gardens|5.5889999999999995|1
2954|SK Trivedi|Feroz Shah Kotla|5.438999999999999|1
2955|SK Trivedi|Kingsmead|7.782749999999999|1
2956|SK Trivedi|M Chinnaswamy Stadium|8.1015|1
2957|SK Trivedi|MA Chidambaram Stadium, Chepauk|5.5889999999999995|1
2958|SK Trivedi|OUTsurance Oval|4.970249999999999|1
2959|SK Trivedi|Punjab Cricket Association Stadium, Mohali|6.095249999999999|1
2960|SK Trivedi|Rajiv Gandhi International Stadium, Uppal|7.782749999999999|1
2961|SK Trivedi|Sardar Patel Stadium, Motera|6.2265|1
2962|SK Trivedi|Sawai Mansingh Stadium|7.3702499999999995|1
2963|SK Trivedi|St George's Park|6.845249999999999|1
2964|SK Trivedi|Subrata Roy Sahara Stadium|5.907749999999999|1
2965|SK Trivedi|SuperSport Park|4.970249999999999|1
2966|SK Trivedi|Vidarbha Cricket Association Stadium, Jamtha|12.470249999999998|1
2967|SK Trivedi|Wankhede Stadium|5.5889999999999995|1
2968|SK Warne|Brabourne Stadium|6.021|1
2969|SK Warne|De Beers Diamond Oval|7.896|1
2970|SK Warne|Dr DY Patil Sports Academy|6.9585|1
2971|SK Warne|Eden Gardens|6.63975|1
2972|SK Warne|Feroz Shah Kotla|6.9585|1
2973|SK Warne|Kingsmead|9.15225|1
2974|SK Warne|M Chinnaswamy Stadium|7.896|1
2975|SK Warne|MA Chidambaram Stadium, Chepauk|7.896|1
2976|SK Warne|Newlands|8.51475|1
2977|SK Warne|OUTsurance Oval|6.021|1
2978|SK Warne|Punjab Cricket Association Stadium, Mohali|7.896|1
2979|SK Warne|Rajiv Gandhi International Stadium, Uppal|9.770999999999999|1
2980|SK Warne|Sardar Patel Stadium, Motera|7.896|1
2981|SK Warne|Sawai Mansingh Stadium|8.346|1
2982|SK Warne|St George's Park|6.021|1
2983|SK Warne|SuperSport Park|7.896|1
2984|SK Warne|Vidarbha Cricket Association Stadium, Jamtha|13.520999999999999|1
2985|SK Warne|Wankhede Stadium|8.833499999999999|1
2986|SL Malinga|Barabati Stadium|10.00875|1
2987|SL Malinga|Brabourne Stadium|10.6275|1
2988|SL Malinga|Buffalo Park|10.00875|1
2989|SL Malinga|Dr DY Patil Sports Academy|12.3525|1
2990|SL Malinga|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.75875|1
2991|SL Malinga|Dubai International Cricket Stadium|9.389999999999999|1
2992|SL Malinga|Eden Gardens|29.249999999999996|2
2993|SL Malinga|Feroz Shah Kotla|34.693749999999994|2
2994|SL Malinga|Himachal Pradesh Cricket Association Stadium|15.63375|1
2995|SL Malinga|Holkar Cricket Stadium|8.13375|1
2996|SL Malinga|Kingsmead|11.88375|1
2997|SL Malinga|M Chinnaswamy Stadium|9.63375|1
2998|SL Malinga|M.Chinnaswamy Stadium|18.978749999999998|1
2999|SL Malinga|MA Chidambaram Stadium, Chepauk|38.356249999999996|2
3000|SL Malinga|New Wanderers Stadium|8.13375|1
3001|SL Malinga|Newlands|13.75875|1
3002|SL Malinga|Punjab Cricket Association IS Bindra Stadium, Mohali|18.978749999999998|1
3003|SL Malinga|Punjab Cricket Association Stadium, Mohali|13.75875|1
3004|SL Malinga|Rajiv Gandhi International Stadium, Uppal|38.356249999999996|2
3005|SL Malinga|Sardar Patel Stadium, Motera|10.00875|1
3006|SL Malinga|Saurashtra Cricket Association Stadium|11.88375|1
3007|SL Malinga|Sawai Mansingh Stadium|28.049999999999997|2
3008|SL Malinga|Sharjah Cricket Stadium|11.88375|1
3009|SL Malinga|Sheikh Zayed Stadium|15.63375|1
3010|SL Malinga|St George's Park|11.264999999999999|1
3011|SL Malinga|Subrata Roy Sahara Stadium|11.88375|1
3012|SL Malinga|SuperSport Park|11.264999999999999|1
3013|SL Malinga|Wankhede Stadium|42.12499999999999|2
3014|SM Boland|Feroz Shah Kotla|11.25|1
3015|SM Boland|Maharashtra Cricket Association Stadium|5.625|1
3016|SM Curran|Dubai International Cricket Stadium|19.42675|1
3017|SM Curran|Feroz Shah Kotla|15.05175|1
3018|SM Curran|MA Chidambaram Stadium, Chepauk|15.05175|1
3019|SM Curran|Punjab Cricket Association IS Bindra Stadium, Mohali|21.17675|1
3020|SM Curran|Sawai Mansingh Stadium|23.80175|1
3021|SM Curran|Sharjah Cricket Stadium|23.80175|1
3022|SM Curran|Sheikh Zayed Stadium|18.333|1
3023|SM Curran|Wankhede Stadium|23.80175|1
3024|SM Harwood|De Beers Diamond Oval|5.625|1
3025|SM Harwood|Kingsmead|7.5|1
3026|SM Harwood|St George's Park|9.375|1
3027|SM Pollock|Dr DY Patil Sports Academy|7.292999999999999|1
3028|SM Pollock|Eden Gardens|9.168|1
3029|SM Pollock|Feroz Shah Kotla|7.292999999999999|1
3030|SM Pollock|M Chinnaswamy Stadium|5.417999999999999|1
3031|SM Pollock|MA Chidambaram Stadium, Chepauk|5.417999999999999|1
3032|SM Pollock|Punjab Cricket Association Stadium, Mohali|7.292999999999999|1
3033|SM Pollock|Sawai Mansingh Stadium|5.417999999999999|1
3034|SM Pollock|Wankhede Stadium|8.2305|1
3035|SMSM Senanayake|Eden Gardens|8.9895|1
3036|SMSM Senanayake|JSCA International Stadium Complex|8.9895|1
3037|SMSM Senanayake|Punjab Cricket Association Stadium, Mohali|10.864500000000001|1
3038|SN Khan|Punjab Cricket Association IS Bindra Stadium, Mohali|-1.575|1
3039|SN Thakur|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.681499999999998|1
3040|SN Thakur|Dubai International Cricket Stadium|20.243999999999996|1
3041|SN Thakur|Eden Gardens|32.67|2
3042|SN Thakur|Feroz Shah Kotla|22.669999999999998|2
3043|SN Thakur|M Chinnaswamy Stadium|11.4885|1
3044|SN Thakur|M.Chinnaswamy Stadium|18.056499999999996|1
3045|SN Thakur|MA Chidambaram Stadium, Chepauk|20.243999999999996|1
3046|SN Thakur|Maharashtra Cricket Association Stadium|26.669999999999995|2
3047|SN Thakur|Punjab Cricket Association IS Bindra Stadium, Mohali|22.4315|1
3048|SN Thakur|Rajiv Gandhi International Stadium, Uppal|24.857499999999995|2
3049|SN Thakur|Saurashtra Cricket Association Stadium|7.738499999999999|1
3050|SN Thakur|Sawai Mansingh Stadium|20.243999999999996|1
3051|SN Thakur|Sharjah Cricket Stadium|15.868999999999998|1
3052|SN Thakur|Sheikh Zayed Stadium|18.056499999999996|1
3053|SN Thakur|Wankhede Stadium|27.669999999999995|2
3054|SP Narine|Barabati Stadium|10.083749999999998|1
3055|SP Narine|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.952499999999999|1
3056|SP Narine|Dubai International Cricket Stadium|26.49375|2
3057|SP Narine|Eden Gardens|31.449999999999996|2
3058|SP Narine|Feroz Shah Kotla|26.306249999999995|2
3059|SP Narine|Green Park|10.702499999999999|1
3060|SP Narine|Holkar Cricket Stadium|20.597499999999997|1
3061|SP Narine|JSCA International Stadium Complex|9.44625|1
3062|SP Narine|M Chinnaswamy Stadium|7.889999999999999|1
3063|SP Narine|M.Chinnaswamy Stadium|18.409999999999997|1
3064|SP Narine|MA Chidambaram Stadium, Chepauk|31.612499999999997|2
3065|SP Narine|Maharashtra Cricket Association Stadium|8.827499999999999|1
3066|SP Narine|Punjab Cricket Association IS Bindra Stadium, Mohali|30.362499999999997|2
3067|SP Narine|Punjab Cricket Association Stadium, Mohali|11.639999999999999|1
3068|SP Narine|Rajiv Gandhi International Stadium, Uppal|26.299999999999997|2
3069|SP Narine|Sardar Patel Stadium, Motera|10.702499999999999|1
3070|SP Narine|Saurashtra Cricket Association Stadium|6.952499999999999|1
3071|SP Narine|Sawai Mansingh Stadium|25.049999999999997|2
3072|SP Narine|Shaheed Veer Narayan Singh International Stadium|6.952499999999999|1
3073|SP Narine|Sharjah Cricket Stadium|25.049999999999997|2
3074|SP Narine|Sheikh Zayed Stadium|31.918749999999996|2
3075|SP Narine|Subrata Roy Sahara Stadium|10.083749999999998|1
3076|SP Narine|Wankhede Stadium|30.924999999999997|2
3077|SPD Smith|Subrata Roy Sahara Stadium|-0.6749999999999999|1
3078|SR Tendulkar|Buffalo Park|0.0|1
3079|SR Tendulkar|Kingsmead|0.0|1
3080|SR Tendulkar|New Wanderers Stadium|0.0|1
3081|SR Tendulkar|St George's Park|0.0|1
3082|SR Watson|Brabourne Stadium|8.15325|1
3083|SR Watson|Dr DY Patil Sports Academy|7.8345|1
3084|SR Watson|Dubai International Cricket Stadium|5.022|1
3085|SR Watson|Eden Gardens|17.677500000000002|2
3086|SR Watson|Feroz Shah Kotla|6.897|1
3087|SR Watson|Holkar Cricket Stadium|5.022|1
3088|SR Watson|M Chinnaswamy Stadium|7.890750000000001|1
3089|SR Watson|M.Chinnaswamy Stadium|18.615000000000002|2
3090|SR Watson|MA Chidambaram Stadium, Chepauk|31.740000000000002|2
3091|SR Watson|Maharashtra Cricket Association Stadium|19.708750000000002|2
3092|SR Watson|Punjab Cricket Association IS Bindra Stadium, Mohali|24.865000000000002|2
3093|SR Watson|Punjab Cricket Association Stadium, Mohali|8.022|1
3094|SR Watson|Rajiv Gandhi International Stadium, Uppal|18.240000000000002|2
3095|SR Watson|Sardar Patel Stadium, Motera|7.647|1
3096|SR Watson|Saurashtra Cricket Association Stadium|5.9595|1
3097|SR Watson|Sawai Mansingh Stadium|18.39|2
3098|SR Watson|Shaheed Veer Narayan Singh International Stadium|6.897|1
3099|SR Watson|Sheikh Zayed Stadium|5.9595|1
3100|SR Watson|Subrata Roy Sahara Stadium|5.022|1
3101|SR Watson|Vidarbha Cricket Association Stadium, Jamtha|5.022|1
3102|SR Watson|Wankhede Stadium|27.90875|2
3103|SS Agarwal|Saurashtra Cricket Association Stadium|6.825|1
3104|SS Mundhe|Feroz Shah Kotla|8.4|1
3105|SS Sarkar|Kingsmead|4.6875|1
3106|SS Sarkar|New Wanderers Stadium|2.8125|1
3107|ST Jayasuriya|Brabourne Stadium|3.61125|1
3108|ST Jayasuriya|Buffalo Park|3.61125|1
3109|ST Jayasuriya|Dr DY Patil Sports Academy|3.61125|1
3110|ST Jayasuriya|Eden Gardens|11.11125|1
3111|ST Jayasuriya|Feroz Shah Kotla|6.42375|1
3112|ST Jayasuriya|Kingsmead|6.742500000000001|1
3113|ST Jayasuriya|New Wanderers Stadium|3.61125|1
3114|ST Jayasuriya|Newlands|7.36125|1
3115|ST Jayasuriya|Rajiv Gandhi International Stadium, Uppal|3.61125|1
3116|ST Jayasuriya|Sawai Mansingh Stadium|3.61125|1
3117|ST Jayasuriya|SuperSport Park|4.23|1
3118|ST Jayasuriya|Wankhede Stadium|5.48625|1
3119|STR Binny|Brabourne Stadium|3.83925|1
3120|STR Binny|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.96425|1
3121|STR Binny|Dubai International Cricket Stadium|3.83925|1
3122|STR Binny|Eden Gardens|2.71425|1
3123|STR Binny|Feroz Shah Kotla|6.547499999999999|2
3124|STR Binny|M Chinnaswamy Stadium|2.90175|1
3125|STR Binny|MA Chidambaram Stadium, Chepauk|1.96425|1
3126|STR Binny|Maharashtra Cricket Association Stadium|7.484999999999999|2
3127|STR Binny|Punjab Cricket Association IS Bindra Stadium, Mohali|1.96425|1
3128|STR Binny|Punjab Cricket Association Stadium, Mohali|2.90175|1
3129|STR Binny|Rajiv Gandhi International Stadium, Uppal|2.90175|1
3130|STR Binny|Sardar Patel Stadium, Motera|3.46425|1
3131|STR Binny|Sawai Mansingh Stadium|8.897499999999999|2
3132|STR Binny|Shaheed Veer Narayan Singh International Stadium|1.96425|1
3133|STR Binny|Sharjah Cricket Stadium|1.96425|1
3134|STR Binny|Sheikh Zayed Stadium|3.2205|1
3135|STR Binny|Subrata Roy Sahara Stadium|3.83925|1
3136|STR Binny|Wankhede Stadium|1.96425|1
3137|SW Tait|Brabourne Stadium|10.038749999999999|1
3138|SW Tait|Eden Gardens|8.163749999999999|1
