Player|venue|career_dream11_score
AT Rayudu|Feroz Shah Kotla|32.1
AT Rayudu|Himachal Pradesh Cricket Association Stadium|12.01
AT Rayudu|M Chinnaswamy Stadium|12.58
AT Rayudu|M.Chinnaswamy Stadium|28.5
AT Rayudu|MA Chidambaram Stadium, Chepauk|29.73
AT Rayudu|Maharashtra Cricket Association Stadium|33.3
AT Rayudu|Punjab Cricket Association IS Bindra Stadium, Mohali|34.58
AT Rayudu|Punjab Cricket Association Stadium, Mohali|11.57
AT Rayudu|Rajiv Gandhi International Stadium, Uppal|34.08
AT Rayudu|Sawai Mansingh Stadium|32.32
AT Rayudu|Sharjah Cricket Stadium|30.5
AT Rayudu|Sheikh Zayed Stadium|35.24
AT Rayudu|Subrata Roy Sahara Stadium|11.07
AT Rayudu|Wankhede Stadium|28.54
Anirudh Singh|Barabati Stadium|8.86
Anirudh Singh|Dr DY Patil Sports Academy|10.89
Anirudh Singh|Vidarbha Cricket Association Stadium, Jamtha|9.54
B Sumanth|Dr DY Patil Sports Academy|9.86
B Sumanth|Feroz Shah Kotla|9.19
B Sumanth|Himachal Pradesh Cricket Association Stadium|9.11
B Sumanth|Vidarbha Cricket Association Stadium, Jamtha|9.11
BB McCullum|Barabati Stadium|13.49
BB McCullum|Brabourne Stadium|12.93
BB McCullum|Buffalo Park|12.26
BB McCullum|Dr DY Patil Sports Academy|11.88
BB McCullum|Dubai International Cricket Stadium|14.77
BB McCullum|Eden Gardens|40.1
BB McCullum|Feroz Shah Kotla|14.61
BB McCullum|Green Park|13.91
BB McCullum|Holkar Cricket Stadium|14.17
BB McCullum|JSCA International Stadium Complex|13.91
BB McCullum|Kingsmead|13.1
BB McCullum|M Chinnaswamy Stadium|14.5
BB McCullum|M.Chinnaswamy Stadium|26.09
BB McCullum|MA Chidambaram Stadium, Chepauk|14.24
BB McCullum|Maharashtra Cricket Association Stadium|34.87
BB McCullum|Nehru Stadium|13.38
BB McCullum|New Wanderers Stadium|12.86
BB McCullum|Newlands|12.03
BB McCullum|Punjab Cricket Association IS Bindra Stadium, Mohali|11.88
BB McCullum|Punjab Cricket Association Stadium, Mohali|12.67
BB McCullum|Rajiv Gandhi International Stadium, Uppal|12.48
BB McCullum|Sardar Patel Stadium, Motera|12.78
BB McCullum|Saurashtra Cricket Association Stadium|13.97
BB McCullum|Sawai Mansingh Stadium|12.03
BB McCullum|Shaheed Veer Narayan Singh International Stadium|12.71
BB McCullum|Sharjah Cricket Stadium|14.88
BB McCullum|Sheikh Zayed Stadium|14.73
BB McCullum|St George's Park|12.63
BB McCullum|Subrata Roy Sahara Stadium|14.58
BB McCullum|SuperSport Park|18.07
BB McCullum|Wankhede Stadium|14.26
BB Samantray|Barabati Stadium|7.48
BB Samantray|Feroz Shah Kotla|8.38
BB Samantray|M Chinnaswamy Stadium|7.48
BB Samantray|Punjab Cricket Association Stadium, Mohali|7.33
BB Samantray|Rajiv Gandhi International Stadium, Uppal|9.08
BB Samantray|Subrata Roy Sahara Stadium|10.1
BJ Haddin|Eden Gardens|7.42
BR Dunk|Dubai International Cricket Stadium|14.36
BR Dunk|Wankhede Stadium|13.61
C Madan|Brabourne Stadium|4.5
CA Ingram|Eden Gardens|11.45
CA Ingram|Feroz Shah Kotla|15.32
CA Ingram|M.Chinnaswamy Stadium|12.85
CA Ingram|MA Chidambaram Stadium, Chepauk|13.33
CA Ingram|Punjab Cricket Association IS Bindra Stadium, Mohali|15.65
CA Ingram|Sawai Mansingh Stadium|9.52
CA Ingram|Wankhede Stadium|20.93
CA Lynn|Eden Gardens|41.59
CA Lynn|Feroz Shah Kotla|26.88
CA Lynn|Holkar Cricket Stadium|29.41
CA Lynn|M Chinnaswamy Stadium|13.27
CA Lynn|M.Chinnaswamy Stadium|33.88
CA Lynn|MA Chidambaram Stadium, Chepauk|26.61
CA Lynn|Punjab Cricket Association IS Bindra Stadium, Mohali|48.66
CA Lynn|Rajiv Gandhi International Stadium, Uppal|44.04
CA Lynn|Saurashtra Cricket Association Stadium|18.84
CA Lynn|Sawai Mansingh Stadium|29.06
CA Lynn|Sharjah Cricket Stadium|15.24
CA Lynn|Sheikh Zayed Stadium|12.84
CA Lynn|Wankhede Stadium|40.96
CA Pujara|Dr DY Patil Sports Academy|6.63
CA Pujara|Dubai International Cricket Stadium|6.63
CA Pujara|Eden Gardens|7.55
CA Pujara|Feroz Shah Kotla|6.78
CA Pujara|JSCA International Stadium Complex|6.25
CA Pujara|M Chinnaswamy Stadium|6.85
CA Pujara|MA Chidambaram Stadium, Chepauk|5.95
CA Pujara|Punjab Cricket Association Stadium, Mohali|9.7
CA Pujara|Rajiv Gandhi International Stadium, Uppal|7.75
CA Pujara|Sardar Patel Stadium, Motera|8.05
CA Pujara|Sharjah Cricket Stadium|8.69
CA Pujara|Sheikh Zayed Stadium|6.67
CA Pujara|Wankhede Stadium|7.3
CJ Ferguson|Dr DY Patil Sports Academy|5.13
CJ Ferguson|Punjab Cricket Association Stadium, Mohali|4.57
CJ Ferguson|Rajiv Gandhi International Stadium, Uppal|5.24
CJ Ferguson|Sawai Mansingh Stadium|5.84
CJ Ferguson|Subrata Roy Sahara Stadium|4.68
CJ Ferguson|Wankhede Stadium|5.02
CM Gautam|Barabati Stadium|9.98
CM Gautam|Dubai International Cricket Stadium|9.79
CM Gautam|Himachal Pradesh Cricket Association Stadium|10.28
CM Gautam|MA Chidambaram Stadium, Chepauk|9.68
CM Gautam|Rajiv Gandhi International Stadium, Uppal|9.46
CM Gautam|Sawai Mansingh Stadium|9.53
CM Gautam|Sharjah Cricket Stadium|11.03
CM Gautam|Sheikh Zayed Stadium|9.91
CM Gautam|Subrata Roy Sahara Stadium|11.63
CM Gautam|Wankhede Stadium|11.18
DA Miller|Barabati Stadium|15.26
DA Miller|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.53
DA Miller|Dubai International Cricket Stadium|14.96
DA Miller|Eden Gardens|41.51
DA Miller|Feroz Shah Kotla|34.22
DA Miller|Himachal Pradesh Cricket Association Stadium|14.88
DA Miller|Holkar Cricket Stadium|15.26
DA Miller|M Chinnaswamy Stadium|14.19
DA Miller|M.Chinnaswamy Stadium|26.86
DA Miller|MA Chidambaram Stadium, Chepauk|32.77
DA Miller|Maharashtra Cricket Association Stadium|35.15
DA Miller|Punjab Cricket Association IS Bindra Stadium, Mohali|35.16
DA Miller|Punjab Cricket Association Stadium, Mohali|15.41
DA Miller|Rajiv Gandhi International Stadium, Uppal|34.09
DA Miller|Sardar Patel Stadium, Motera|17.06
DA Miller|Saurashtra Cricket Association Stadium|15.33
DA Miller|Sharjah Cricket Stadium|15.3
DA Miller|Sheikh Zayed Stadium|15.56
DA Miller|Wankhede Stadium|33.21
DB Das|Barabati Stadium|6.55
DB Das|Eden Gardens|7.26
DB Das|Feroz Shah Kotla|5.95
DB Das|JSCA International Stadium Complex|6.47
DB Das|MA Chidambaram Stadium, Chepauk|6.7
DB Das|Punjab Cricket Association Stadium, Mohali|6.1
DB Das|Sawai Mansingh Stadium|6.74
DB Das|Shaheed Veer Narayan Singh International Stadium|7.22
DB Das|Wankhede Stadium|6.81
DH Yagnik|Eden Gardens|11.03
DH Yagnik|Feroz Shah Kotla|9.49
DH Yagnik|JSCA International Stadium Complex|9.79
DH Yagnik|M Chinnaswamy Stadium|9.86
DH Yagnik|MA Chidambaram Stadium, Chepauk|9.79
DH Yagnik|Punjab Cricket Association Stadium, Mohali|10.24
DH Yagnik|Sawai Mansingh Stadium|10.34
DH Yagnik|Subrata Roy Sahara Stadium|10.39
DH Yagnik|Wankhede Stadium|10.24
DJ Jacobs|Feroz Shah Kotla|10.43
DJ Jacobs|M Chinnaswamy Stadium|12.0
DJ Jacobs|Rajiv Gandhi International Stadium, Uppal|12.76
DJ Jacobs|Sawai Mansingh Stadium|11.48
DJ Jacobs|Wankhede Stadium|10.9
DM Bravo|Maharashtra Cricket Association Stadium|2.02
DPMD Jayawardene|Barabati Stadium|11.13
DPMD Jayawardene|Brabourne Stadium|11.58
DPMD Jayawardene|De Beers Diamond Oval|13.3
DPMD Jayawardene|Dr DY Patil Sports Academy|10.23
DPMD Jayawardene|Eden Gardens|14.05
DPMD Jayawardene|Feroz Shah Kotla|11.79
DPMD Jayawardene|Himachal Pradesh Cricket Association Stadium|13.1
DPMD Jayawardene|Holkar Cricket Stadium|13.15
DPMD Jayawardene|Kingsmead|11.08
DPMD Jayawardene|M Chinnaswamy Stadium|11.47
DPMD Jayawardene|MA Chidambaram Stadium, Chepauk|11.47
DPMD Jayawardene|Nehru Stadium|11.74
DPMD Jayawardene|Newlands|10.57
DPMD Jayawardene|Punjab Cricket Association Stadium, Mohali|11.21
DPMD Jayawardene|Rajiv Gandhi International Stadium, Uppal|12.18
DPMD Jayawardene|Sawai Mansingh Stadium|11.47
DPMD Jayawardene|Shaheed Veer Narayan Singh International Stadium|10.72
DPMD Jayawardene|St George's Park|13.98
DPMD Jayawardene|Subrata Roy Sahara Stadium|11.88
DPMD Jayawardene|SuperSport Park|13.38
DPMD Jayawardene|Wankhede Stadium|11.35
DR Martyn|M Chinnaswamy Stadium|5.25
DR Shorey|MA Chidambaram Stadium, Chepauk|3.5
DR Shorey|Maharashtra Cricket Association Stadium|4.02
DS Lehmann|Feroz Shah Kotla|2.44
DS Lehmann|Sawai Mansingh Stadium|3.64
DT Patil|M Chinnaswamy Stadium|9.88
DT Patil|Sawai Mansingh Stadium|10.25
E Lewis|Eden Gardens|25.68
E Lewis|Feroz Shah Kotla|31.19
E Lewis|Holkar Cricket Stadium|24.54
E Lewis|MA Chidambaram Stadium, Chepauk|28.39
E Lewis|Maharashtra Cricket Association Stadium|31.02
E Lewis|Rajiv Gandhi International Stadium, Uppal|27.87
E Lewis|Sawai Mansingh Stadium|22.79
E Lewis|Wankhede Stadium|27.85
EJG Morgan|Brabourne Stadium|12.22
EJG Morgan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.64
EJG Morgan|Dubai International Cricket Stadium|23.46
EJG Morgan|Eden Gardens|10.95
EJG Morgan|Feroz Shah Kotla|10.42
EJG Morgan|M Chinnaswamy Stadium|10.25
EJG Morgan|MA Chidambaram Stadium, Chepauk|11.02
EJG Morgan|Maharashtra Cricket Association Stadium|9.89
EJG Morgan|Nehru Stadium|14.54
EJG Morgan|Punjab Cricket Association IS Bindra Stadium, Mohali|11.54
EJG Morgan|Punjab Cricket Association Stadium, Mohali|13.12
EJG Morgan|Rajiv Gandhi International Stadium, Uppal|10.9
EJG Morgan|Sawai Mansingh Stadium|13.42
EJG Morgan|Shaheed Veer Narayan Singh International Stadium|10.74
EJG Morgan|Sharjah Cricket Stadium|22.0
EJG Morgan|Sheikh Zayed Stadium|21.2
EJG Morgan|Subrata Roy Sahara Stadium|10.72
EJG Morgan|Wankhede Stadium|9.97
ER Dwivedi|Feroz Shah Kotla|9.32
ER Dwivedi|M Chinnaswamy Stadium|10.38
F Behardien|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.1
F Behardien|M Chinnaswamy Stadium|3.72
F Behardien|Punjab Cricket Association IS Bindra Stadium, Mohali|4.4
G Gambhir|Barabati Stadium|11.99
G Gambhir|Brabourne Stadium|9.99
G Gambhir|Buffalo Park|10.74
G Gambhir|Dr DY Patil Sports Academy|11.38
G Gambhir|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.61
G Gambhir|Dubai International Cricket Stadium|9.31
G Gambhir|Eden Gardens|30.78
G Gambhir|Feroz Shah Kotla|30.58
G Gambhir|Green Park|9.91
G Gambhir|JSCA International Stadium Complex|10.11
G Gambhir|Kingsmead|11.56
G Gambhir|M Chinnaswamy Stadium|11.56
G Gambhir|M.Chinnaswamy Stadium|20.0
G Gambhir|MA Chidambaram Stadium, Chepauk|11.32
G Gambhir|Maharashtra Cricket Association Stadium|11.41
G Gambhir|Nehru Stadium|9.31
G Gambhir|New Wanderers Stadium|10.76
G Gambhir|Newlands|10.44
G Gambhir|OUTsurance Oval|9.91
G Gambhir|Punjab Cricket Association IS Bindra Stadium, Mohali|38.3
G Gambhir|Punjab Cricket Association Stadium, Mohali|13.36
G Gambhir|Rajiv Gandhi International Stadium, Uppal|11.36
G Gambhir|Sardar Patel Stadium, Motera|11.68
G Gambhir|Saurashtra Cricket Association Stadium|15.01
G Gambhir|Sawai Mansingh Stadium|11.71
G Gambhir|Sharjah Cricket Stadium|9.31
G Gambhir|Sheikh Zayed Stadium|10.46
G Gambhir|St George's Park|10.51
G Gambhir|Subrata Roy Sahara Stadium|11.61
G Gambhir|SuperSport Park|10.66
G Gambhir|Wankhede Stadium|31.42
GC Smith|Brabourne Stadium|11.03
GC Smith|De Beers Diamond Oval|10.25
GC Smith|Dr DY Patil Sports Academy|9.79
GC Smith|Eden Gardens|10.88
GC Smith|Kingsmead|12.68
GC Smith|M Chinnaswamy Stadium|12.76
GC Smith|MA Chidambaram Stadium, Chepauk|15.91
GC Smith|Newlands|9.56
GC Smith|OUTsurance Oval|9.08
GC Smith|Rajiv Gandhi International Stadium, Uppal|14.41
GC Smith|Sardar Patel Stadium, Motera|10.43
GC Smith|Sawai Mansingh Stadium|11.72
GC Smith|St George's Park|9.08
GC Smith|SuperSport Park|10.73
GC Smith|Wankhede Stadium|10.96
GJ Bailey|Barabati Stadium|9.27
GJ Bailey|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.6
GJ Bailey|Dubai International Cricket Stadium|8.52
GJ Bailey|Eden Gardens|9.53
GJ Bailey|Feroz Shah Kotla|8.22
GJ Bailey|Kingsmead|8.45
GJ Bailey|M Chinnaswamy Stadium|7.65
GJ Bailey|MA Chidambaram Stadium, Chepauk|7.4
GJ Bailey|Maharashtra Cricket Association Stadium|9.9
GJ Bailey|Punjab Cricket Association Stadium, Mohali|8.76
GJ Bailey|Rajiv Gandhi International Stadium, Uppal|8.86
GJ Bailey|Sharjah Cricket Stadium|8.07
GJ Bailey|Sheikh Zayed Stadium|8.37
GJ Bailey|SuperSport Park|9.57
GJ Bailey|Wankhede Stadium|9.25
H Das|Rajiv Gandhi International Stadium, Uppal|-0.08
H Klaasen|Eden Gardens|20.31
H Klaasen|Feroz Shah Kotla|17.68
H Klaasen|M.Chinnaswamy Stadium|18.21
H Klaasen|Maharashtra Cricket Association Stadium|18.38
H Klaasen|Sawai Mansingh Stadium|19.96
HH Gibbs|Barabati Stadium|14.58
HH Gibbs|Brabourne Stadium|13.83
HH Gibbs|Buffalo Park|12.56
HH Gibbs|De Beers Diamond Oval|13.53
HH Gibbs|Dr DY Patil Sports Academy|14.16
HH Gibbs|Eden Gardens|16.91
HH Gibbs|Feroz Shah Kotla|14.21
HH Gibbs|Kingsmead|17.32
HH Gibbs|M Chinnaswamy Stadium|12.82
HH Gibbs|MA Chidambaram Stadium, Chepauk|14.62
HH Gibbs|New Wanderers Stadium|15.23
HH Gibbs|Newlands|14.66
HH Gibbs|Punjab Cricket Association Stadium, Mohali|15.86
HH Gibbs|Rajiv Gandhi International Stadium, Uppal|13.81
HH Gibbs|Sardar Patel Stadium, Motera|14.43
HH Gibbs|Sawai Mansingh Stadium|13.98
HH Gibbs|St George's Park|13.16
HH Gibbs|SuperSport Park|13.68
HH Gibbs|Vidarbha Cricket Association Stadium, Jamtha|13.46
HH Gibbs|Wankhede Stadium|13.53
HM Amla|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.15
HM Amla|Eden Gardens|12.9
HM Amla|Feroz Shah Kotla|12.45
HM Amla|Holkar Cricket Stadium|15.77
HM Amla|M Chinnaswamy Stadium|11.4
HM Amla|Punjab Cricket Association IS Bindra Stadium, Mohali|14.6
HM Amla|Rajiv Gandhi International Stadium, Uppal|11.02
HM Amla|Saurashtra Cricket Association Stadium|15.9
Harpreet Singh|M Chinnaswamy Stadium|4.9
Harpreet Singh|Sawai Mansingh Stadium|5.8
Harpreet Singh|Subrata Roy Sahara Stadium|5.28
IR Jaggi|Barabati Stadium|4.47
IR Jaggi|Eden Gardens|4.47
IR Jaggi|M Chinnaswamy Stadium|5.49
IR Jaggi|Rajiv Gandhi International Stadium, Uppal|6.12
IR Jaggi|Subrata Roy Sahara Stadium|5.0
IR Jaggi|Wankhede Stadium|4.4
Ishan Kishan|Dubai International Cricket Stadium|28.74
Ishan Kishan|Eden Gardens|37.02
Ishan Kishan|Feroz Shah Kotla|26.96
Ishan Kishan|Green Park|14.42
Ishan Kishan|Holkar Cricket Stadium|23.81
Ishan Kishan|M Chinnaswamy Stadium|12.06
Ishan Kishan|M.Chinnaswamy Stadium|19.43
Ishan Kishan|MA Chidambaram Stadium, Chepauk|24.33
Ishan Kishan|Maharashtra Cricket Association Stadium|12.02
Ishan Kishan|Punjab Cricket Association IS Bindra Stadium, Mohali|12.36
Ishan Kishan|Rajiv Gandhi International Stadium, Uppal|22.29
Ishan Kishan|Saurashtra Cricket Association Stadium|13.04
Ishan Kishan|Sawai Mansingh Stadium|29.58
Ishan Kishan|Sharjah Cricket Stadium|27.13
Ishan Kishan|Sheikh Zayed Stadium|23.56
Ishan Kishan|Wankhede Stadium|29.59
J Arunkumar|Eden Gardens|3.6
J Arunkumar|Punjab Cricket Association Stadium, Mohali|2.03
J Arunkumar|Sawai Mansingh Stadium|1.95
JC Buttler|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|15.94
JC Buttler|Dubai International Cricket Stadium|31.98
JC Buttler|Eden Gardens|47.97
JC Buttler|Feroz Shah Kotla|49.94
JC Buttler|Green Park|17.69
JC Buttler|Holkar Cricket Stadium|52.77
JC Buttler|M Chinnaswamy Stadium|16.38
JC Buttler|M.Chinnaswamy Stadium|32.3
JC Buttler|MA Chidambaram Stadium, Chepauk|29.32
JC Buttler|Maharashtra Cricket Association Stadium|44.36
JC Buttler|Punjab Cricket Association IS Bindra Stadium, Mohali|43.89
JC Buttler|Rajiv Gandhi International Stadium, Uppal|39.85
JC Buttler|Saurashtra Cricket Association Stadium|15.89
JC Buttler|Sawai Mansingh Stadium|35.87
JC Buttler|Sharjah Cricket Stadium|29.76
JC Buttler|Sheikh Zayed Stadium|36.32
JC Buttler|Wankhede Stadium|55.62
JJ Roy|Eden Gardens|21.75
JJ Roy|Feroz Shah Kotla|23.59
JJ Roy|M.Chinnaswamy Stadium|22.45
JJ Roy|Rajiv Gandhi International Stadium, Uppal|14.71
JJ Roy|Saurashtra Cricket Association Stadium|13.44
JJ Roy|Wankhede Stadium|45.44
JL Denly|Eden Gardens|-2.62
JM Bairstow|Dubai International Cricket Stadium|48.84
JM Bairstow|Eden Gardens|50.02
JM Bairstow|Feroz Shah Kotla|51.59
JM Bairstow|MA Chidambaram Stadium, Chepauk|43.19
JM Bairstow|Punjab Cricket Association IS Bindra Stadium, Mohali|43.37
JM Bairstow|Rajiv Gandhi International Stadium, Uppal|53.6
JM Bairstow|Sharjah Cricket Stadium|47.57
JM Bairstow|Sheikh Zayed Stadium|48.68
KB Arun Karthik|Himachal Pradesh Cricket Association Stadium|9.32
KB Arun Karthik|M Chinnaswamy Stadium|9.49
KB Arun Karthik|MA Chidambaram Stadium, Chepauk|9.24
KB Arun Karthik|Rajiv Gandhi International Stadium, Uppal|8.86
KB Arun Karthik|Sardar Patel Stadium, Motera|9.09
KB Arun Karthik|Wankhede Stadium|9.76
KC Sangakkara|Barabati Stadium|16.52
KC Sangakkara|De Beers Diamond Oval|16.05
KC Sangakkara|Dr DY Patil Sports Academy|16.05
KC Sangakkara|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|15.22
KC Sangakkara|Eden Gardens|16.42
KC Sangakkara|Feroz Shah Kotla|16.26
KC Sangakkara|Himachal Pradesh Cricket Association Stadium|17.36
KC Sangakkara|Kingsmead|15.82
KC Sangakkara|M Chinnaswamy Stadium|15.41
KC Sangakkara|MA Chidambaram Stadium, Chepauk|14.95
KC Sangakkara|Nehru Stadium|19.05
KC Sangakkara|New Wanderers Stadium|18.37
KC Sangakkara|Newlands|16.72
KC Sangakkara|OUTsurance Oval|17.4
KC Sangakkara|Punjab Cricket Association Stadium, Mohali|16.96
KC Sangakkara|Rajiv Gandhi International Stadium, Uppal|15.35
KC Sangakkara|Sawai Mansingh Stadium|15.62
KC Sangakkara|St George's Park|14.17
KC Sangakkara|Subrata Roy Sahara Stadium|15.07
KC Sangakkara|SuperSport Park|14.77
KC Sangakkara|Wankhede Stadium|15.3
KD Karthik|Barabati Stadium|17.14
KD Karthik|Brabourne Stadium|14.52
KD Karthik|Buffalo Park|14.07
KD Karthik|Dr DY Patil Sports Academy|14.74
KD Karthik|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|14.22
KD Karthik|Dubai International Cricket Stadium|31.94
KD Karthik|Eden Gardens|34.42
KD Karthik|Feroz Shah Kotla|35.88
KD Karthik|Green Park|14.72
KD Karthik|Himachal Pradesh Cricket Association Stadium|14.64
KD Karthik|Holkar Cricket Stadium|41.92
KD Karthik|JSCA International Stadium Complex|15.79
KD Karthik|Kingsmead|16.02
KD Karthik|M Chinnaswamy Stadium|14.9
KD Karthik|M.Chinnaswamy Stadium|25.54
KD Karthik|MA Chidambaram Stadium, Chepauk|33.76
KD Karthik|Maharashtra Cricket Association Stadium|15.44
KD Karthik|New Wanderers Stadium|16.19
KD Karthik|OUTsurance Oval|15.75
KD Karthik|Punjab Cricket Association IS Bindra Stadium, Mohali|34.52
KD Karthik|Punjab Cricket Association Stadium, Mohali|15.07
KD Karthik|Rajiv Gandhi International Stadium, Uppal|31.32
KD Karthik|Sardar Patel Stadium, Motera|14.67
KD Karthik|Saurashtra Cricket Association Stadium|15.56
KD Karthik|Sawai Mansingh Stadium|36.96
KD Karthik|Sharjah Cricket Stadium|28.48
KD Karthik|Sheikh Zayed Stadium|32.64
KD Karthik|St George's Park|14.59
KD Karthik|Subrata Roy Sahara Stadium|15.0
KD Karthik|SuperSport Park|14.7
KD Karthik|Wankhede Stadium|33.29
KK Nair|Brabourne Stadium|11.35
KK Nair|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.57
KK Nair|Dubai International Cricket Stadium|19.37
KK Nair|Eden Gardens|10.0
KK Nair|Feroz Shah Kotla|32.65
KK Nair|Green Park|11.57
KK Nair|Holkar Cricket Stadium|20.5
KK Nair|JSCA International Stadium Complex|9.92
KK Nair|M Chinnaswamy Stadium|12.07
KK Nair|M.Chinnaswamy Stadium|29.82
KK Nair|MA Chidambaram Stadium, Chepauk|10.07
KK Nair|Maharashtra Cricket Association Stadium|34.65
KK Nair|Punjab Cricket Association IS Bindra Stadium, Mohali|32.14
KK Nair|Punjab Cricket Association Stadium, Mohali|10.15
KK Nair|Rajiv Gandhi International Stadium, Uppal|28.27
KK Nair|Sardar Patel Stadium, Motera|11.09
KK Nair|Sawai Mansingh Stadium|18.49
KK Nair|Shaheed Veer Narayan Singh International Stadium|12.85
KK Nair|Sheikh Zayed Stadium|24.78
KK Nair|Wankhede Stadium|26.87
KL Rahul|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|15.85
KL Rahul|Dubai International Cricket Stadium|51.32
KL Rahul|Eden Gardens|34.26
KL Rahul|Feroz Shah Kotla|31.99
KL Rahul|Holkar Cricket Stadium|37.46
KL Rahul|M Chinnaswamy Stadium|17.11
KL Rahul|M.Chinnaswamy Stadium|36.71
KL Rahul|MA Chidambaram Stadium, Chepauk|49.22
KL Rahul|Maharashtra Cricket Association Stadium|40.97
KL Rahul|Punjab Cricket Association IS Bindra Stadium, Mohali|49.47
KL Rahul|Rajiv Gandhi International Stadium, Uppal|50.69
KL Rahul|Sardar Patel Stadium, Motera|16.55
KL Rahul|Saurashtra Cricket Association Stadium|19.02
KL Rahul|Sawai Mansingh Stadium|37.59
KL Rahul|Shaheed Veer Narayan Singh International Stadium|18.05
KL Rahul|Sharjah Cricket Stadium|50.39
KL Rahul|Sheikh Zayed Stadium|47.98
KL Rahul|Wankhede Stadium|58.0
KM Jadhav|Brabourne Stadium|9.27
KM Jadhav|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.87
KM Jadhav|Dubai International Cricket Stadium|16.57
KM Jadhav|Eden Gardens|22.4
KM Jadhav|Feroz Shah Kotla|24.06
KM Jadhav|Holkar Cricket Stadium|8.52
KM Jadhav|M Chinnaswamy Stadium|9.84
KM Jadhav|M.Chinnaswamy Stadium|24.98
KM Jadhav|MA Chidambaram Stadium, Chepauk|20.42
KM Jadhav|Maharashtra Cricket Association Stadium|8.82
KM Jadhav|Nehru Stadium|8.44
KM Jadhav|Punjab Cricket Association IS Bindra Stadium, Mohali|14.04
KM Jadhav|Punjab Cricket Association Stadium, Mohali|8.44
KM Jadhav|Rajiv Gandhi International Stadium, Uppal|19.88
KM Jadhav|Sardar Patel Stadium, Motera|8.67
KM Jadhav|Saurashtra Cricket Association Stadium|11.29
KM Jadhav|Sawai Mansingh Stadium|19.45
KM Jadhav|Shaheed Veer Narayan Singh International Stadium|10.67
KM Jadhav|Sharjah Cricket Stadium|23.13
KM Jadhav|Sheikh Zayed Stadium|15.0
KM Jadhav|Wankhede Stadium|26.38
Kamran Akmal|Dr DY Patil Sports Academy|23.17
Kamran Akmal|MA Chidambaram Stadium, Chepauk|26.69
Kamran Akmal|Punjab Cricket Association Stadium, Mohali|24.52
Kamran Akmal|Rajiv Gandhi International Stadium, Uppal|23.62
Kamran Akmal|Sawai Mansingh Stadium|23.95
L Ronchi|Buffalo Park|9.04
L Ronchi|Dr DY Patil Sports Academy|10.02
L Ronchi|MA Chidambaram Stadium, Chepauk|9.2
L Ronchi|Punjab Cricket Association Stadium, Mohali|9.87
L Ronchi|Wankhede Stadium|9.64
LA Pomersbach|Feroz Shah Kotla|10.63
LA Pomersbach|Kingsmead|10.97
LA Pomersbach|M Chinnaswamy Stadium|10.22
LA Pomersbach|MA Chidambaram Stadium, Chepauk|9.35
LA Pomersbach|New Wanderers Stadium|9.1
LA Pomersbach|OUTsurance Oval|9.7
LA Pomersbach|Punjab Cricket Association Stadium, Mohali|10.54
LA Pomersbach|SuperSport Park|9.4
LA Pomersbach|Wankhede Stadium|13.07
M Kaif|Dr DY Patil Sports Academy|8.49
M Kaif|Eden Gardens|10.44
M Kaif|Feroz Shah Kotla|8.56
M Kaif|Himachal Pradesh Cricket Association Stadium|9.01
M Kaif|M Chinnaswamy Stadium|8.55
M Kaif|MA Chidambaram Stadium, Chepauk|8.79
M Kaif|Punjab Cricket Association Stadium, Mohali|8.26
M Kaif|Rajiv Gandhi International Stadium, Uppal|10.44
M Kaif|Sawai Mansingh Stadium|8.73
M Kaif|Wankhede Stadium|8.79
M Klinger|Feroz Shah Kotla|5.29
M Klinger|M Chinnaswamy Stadium|5.74
M Klinger|Nehru Stadium|5.1
M Rawat|Dr DY Patil Sports Academy|10.09
M Rawat|Feroz Shah Kotla|10.16
M Rawat|M Chinnaswamy Stadium|10.01
M Rawat|Newlands|10.31
M Rawat|Punjab Cricket Association Stadium, Mohali|11.74
M Rawat|Sawai Mansingh Stadium|10.24
M Rawat|Subrata Roy Sahara Stadium|10.38
M Rawat|SuperSport Park|10.61
M Rawat|Wankhede Stadium|10.16
M Vohra|Eden Gardens|10.98
M Vohra|Feroz Shah Kotla|10.41
M Vohra|Himachal Pradesh Cricket Association Stadium|10.62
M Vohra|Holkar Cricket Stadium|10.92
M Vohra|M Chinnaswamy Stadium|11.47
M Vohra|M.Chinnaswamy Stadium|20.75
M Vohra|Punjab Cricket Association IS Bindra Stadium, Mohali|10.77
M Vohra|Punjab Cricket Association Stadium, Mohali|10.64
M Vohra|Rajiv Gandhi International Stadium, Uppal|28.88
